Date,Price,Open,High,Low,Change %
2003-01-02,633.76,633.26,633.76,633.26,-0.33%
2003-01-03,635.89,628.89,635.89,628.89,0.34%
2003-01-06,635.89,628.89,635.89,628.89,0.00%
2003-01-07,635.89,628.89,635.89,628.89,0.00%
2003-01-08,635.89,628.89,635.89,628.89,0.00%
2003-01-09,625.41,624.91,625.41,624.91,-1.65%
2003-01-10,635.89,628.89,635.89,628.89,1.68%
2003-01-13,621.21,620.71,621.21,620.71,-2.31%
2003-01-14,620.74,620.24,620.74,620.24,-0.08%
2003-01-15,620.56,620.06,620.56,620.06,-0.03%
2003-01-16,617.75,617.25,617.75,617.25,-0.45%
2003-01-17,615.49,614.99,615.49,614.99,-0.37%
2003-01-20,614.74,614.24,614.74,614.24,-0.12%
2003-01-21,611.64,611.14,611.64,611.14,-0.50%
2003-01-22,611.93,611.43,611.93,611.43,0.05%
2003-01-23,613.53,606.53,613.53,606.53,0.26%
2003-01-24,610.5,603.0,610.5,603.0,-0.49%
2003-01-27,604.59,604.09,604.59,604.09,-0.97%
2003-01-28,605.71,605.21,605.71,605.21,0.19%
2003-01-29,604.76,604.26,604.76,604.26,-0.16%
2003-01-30,608.52,608.02,608.52,608.02,0.62%
2003-01-31,610.79,610.29,610.79,610.29,0.37%
2003-02-03,608.86,608.36,608.86,608.36,-0.32%
2003-02-04,602.65,602.15,602.65,602.15,-1.02%
2003-02-05,609.09,608.59,609.09,608.59,1.07%
2003-02-06,605.15,604.65,605.15,604.65,-0.65%
2003-02-07,606.94,606.44,606.94,606.44,0.30%
2003-02-10,610.67,610.17,610.67,610.17,0.61%
2003-02-11,610.56,610.06,610.56,610.06,-0.02%
2003-02-12,611.41,610.91,611.41,610.91,0.14%
2003-02-13,604.81,604.31,604.81,604.31,-1.08%
2003-02-14,608.75,601.75,608.75,601.75,0.65%
2003-02-17,613.0,605.0,613.0,605.0,0.70%
2003-02-18,613.53,613.03,613.53,613.03,0.09%
2003-02-19,610.39,609.89,610.39,609.89,-0.51%
2003-02-20,605.71,605.21,605.71,605.21,-0.77%
2003-02-21,607.34,606.84,607.34,606.84,0.27%
2003-02-24,610.02,603.02,610.02,603.02,0.44%
2003-02-25,607.45,606.95,607.45,606.95,-0.42%
2003-02-26,607.65,600.65,607.65,600.65,0.03%
2003-02-27,605.94,598.94,605.94,598.94,-0.28%
2003-02-28,608.07,607.57,608.07,607.57,0.35%
2003-03-03,603.37,602.87,603.37,602.87,-0.77%
2003-03-04,601.87,601.37,601.87,601.37,-0.25%
2003-03-05,597.17,590.17,597.17,590.17,-0.78%
2003-03-06,596.81,589.81,596.81,589.81,-0.06%
2003-03-07,596.49,589.49,596.49,589.49,-0.05%
2003-03-10,595.05,588.05,595.05,588.05,-0.24%
2003-03-11,594.5,594.0,594.5,594.0,-0.09%
2003-03-12,594.62,587.62,594.62,587.62,0.02%
2003-03-13,600.97,593.97,600.97,593.97,1.07%
2003-03-14,611.61,604.61,611.61,604.61,1.77%
2003-03-17,617.58,617.08,617.58,617.08,0.98%
2003-03-18,616.94,616.44,616.94,616.44,-0.10%
2003-03-19,619.39,618.89,619.39,618.89,0.40%
2003-03-20,617.35,616.85,617.35,616.85,-0.33%
2003-03-21,623.69,623.19,623.69,623.19,1.03%
2003-03-24,619.94,612.94,619.94,612.94,-0.60%
2003-03-25,615.61,615.11,615.61,615.11,-0.70%
2003-03-26,614.45,613.95,614.45,613.95,-0.19%
2003-03-27,618.765,615.62,618.765,615.62,0.70%
2003-03-28,608.52,608.02,608.52,608.02,-1.66%
2003-03-31,605.49,598.49,605.49,598.49,-0.50%
2003-04-01,602.59,602.09,602.59,602.09,-0.48%
2003-04-02,609.2,608.7,609.2,608.7,1.10%
2003-04-03,610.85,610.35,610.85,610.35,0.27%
2003-04-04,612.1,611.6,612.1,611.6,0.20%
2003-04-07,617.46,616.96,617.46,616.96,0.88%
2003-04-08,613.65,613.15,613.65,613.15,-0.62%
2003-04-09,609.29,602.29,609.29,602.29,-0.71%
2003-04-10,608.07,601.07,608.07,601.07,-0.20%
2003-04-11,609.31,608.81,609.31,608.81,0.20%
2003-04-14,609.31,608.81,609.31,608.81,0.00%
2003-04-15,606.33,605.83,606.33,605.83,-0.49%
2003-04-16,601.82,601.32,601.82,601.32,-0.74%
2003-04-17,603.03,602.53,603.03,602.53,0.20%
2003-04-18,602.54,602.04,602.54,602.04,-0.08%
2003-04-21,603.98,603.48,603.98,603.48,0.24%
2003-04-22,597.92,597.42,597.92,597.42,-1.00%
2003-04-23,598.79,598.29,598.79,598.29,0.15%
2003-04-24,593.91,593.41,593.91,593.41,-0.81%
2003-04-25,594.23,593.73,594.23,593.73,0.05%
2003-04-28,596.72,596.22,596.72,596.22,0.42%
2003-04-29,593.32,592.82,593.32,592.82,-0.57%
2003-04-30,586.94,586.44,586.94,586.44,-1.08%
2003-05-01,583.86,583.36,583.86,583.36,-0.52%
2003-05-02,584.59,584.09,584.59,584.09,0.13%
2003-05-05,581.12,580.62,581.12,580.62,-0.59%
2003-05-06,576.97,576.47,576.97,576.47,-0.71%
2003-05-07,577.58,577.08,577.58,577.08,0.11%
2003-05-08,570.79,570.29,570.79,570.29,-1.18%
2003-05-09,570.89,570.39,570.89,570.39,0.02%
2003-05-12,567.29,566.79,567.29,566.79,-0.63%
2003-05-13,569.16,568.66,569.16,568.66,0.33%
2003-05-14,570.2,569.7,570.2,569.7,0.18%
2003-05-15,575.4,574.9,575.4,574.9,0.91%
2003-05-16,567.63,567.13,567.63,567.13,-1.35%
2003-05-19,562.37,561.87,562.37,561.87,-0.93%
2003-05-20,560.97,560.47,560.97,560.47,-0.25%
2003-05-21,560.86,553.86,560.86,553.86,-0.02%
2003-05-22,560.5,552.09,560.5,552.09,-0.06%
2003-05-23,554.57,554.07,554.57,554.07,-1.06%
2003-05-26,552.59,545.59,552.59,545.59,-0.36%
2003-05-27,552.6,552.1,552.6,552.1,0.00%
2003-05-28,558.57,551.57,558.57,551.57,1.08%
2003-05-29,551.67,551.17,551.67,551.17,-1.24%
2003-05-30,557.02,556.52,557.02,556.52,0.97%
2003-06-02,561.08,554.08,561.08,554.08,0.73%
2003-06-03,559.93,552.93,559.93,552.93,-0.20%
2003-06-04,560.67,553.67,560.67,553.67,0.13%
2003-06-05,556.51,549.51,556.51,549.51,-0.74%
2003-06-06,557.24,550.24,557.24,550.24,0.13%
2003-06-09,558.39,557.89,558.39,557.89,0.21%
2003-06-10,560.97,560.47,560.97,560.47,0.46%
2003-06-11,558.01,557.51,558.01,557.51,-0.53%
2003-06-12,557.59,557.09,557.59,557.09,-0.08%
2003-06-13,552.7,552.2,552.7,552.2,-0.88%
2003-06-16,553.68,553.18,553.68,553.18,0.18%
2003-06-17,554.94,554.44,554.94,554.44,0.23%
2003-06-18,561.21,560.71,561.21,560.71,1.13%
2003-06-19,559.01,558.51,559.01,558.51,-0.39%
2003-06-20,562.04,555.04,562.04,555.04,0.54%
2003-06-23,567.19,566.69,567.19,566.69,0.92%
2003-06-24,570.74,570.24,570.74,570.24,0.63%
2003-06-25,565.48,564.98,565.48,564.98,-0.92%
2003-06-26,573.49,572.99,573.49,572.99,1.42%
2003-06-27,573.89,573.39,573.89,573.39,0.07%
2003-06-30,571.19,570.69,571.19,570.69,-0.47%
2003-07-01,566.26,565.76,566.26,565.76,-0.86%
2003-07-02,569.45,568.95,569.45,568.95,0.56%
2003-07-03,570.99,570.49,570.99,570.49,0.27%
2003-07-04,571.0,566.0,571.0,566.0,0.00%
2003-07-07,578.16,571.16,578.16,571.16,1.25%
2003-07-08,580.34,579.84,580.34,579.84,0.38%
2003-07-09,578.65,571.65,578.65,571.65,-0.29%
2003-07-10,576.11,575.61,576.11,575.61,-0.44%
2003-07-11,579.98,579.48,579.98,579.48,0.67%
2003-07-14,581.06,580.56,581.06,580.56,0.19%
2003-07-15,587.36,586.86,587.36,586.86,1.08%
2003-07-16,586.05,585.55,586.05,585.55,-0.22%
2003-07-17,585.27,584.77,585.27,584.77,-0.13%
2003-07-18,580.65,580.15,580.65,580.15,-0.79%
2003-07-21,578.85,571.85,578.85,571.85,-0.31%
2003-07-22,578.96,578.46,578.96,578.46,0.02%
2003-07-23,571.74,571.24,571.74,571.24,-1.25%
2003-07-24,572.39,571.89,572.39,571.89,0.11%
2003-07-25,569.65,569.15,569.65,569.15,-0.48%
2003-07-28,570.3,569.8,570.3,569.8,0.11%
2003-07-29,571.59,571.09,571.59,571.09,0.23%
2003-07-30,577.07,576.57,577.07,576.57,0.96%
2003-07-31,583.76,583.26,583.76,583.26,1.16%
2003-08-01,583.13,582.63,583.13,582.63,-0.11%
2003-08-04,576.0,571.0,576.0,571.0,-1.22%
2003-08-05,578.04,577.54,578.04,577.54,0.35%
2003-08-06,578.0,573.0,578.0,573.0,-0.01%
2003-08-07,576.41,575.91,576.41,575.91,-0.28%
2003-08-08,579.83,579.33,579.83,579.33,0.59%
2003-08-11,577.02,576.52,577.02,576.52,-0.48%
2003-08-12,579.93,579.43,579.93,579.43,0.50%
2003-08-13,579.42,578.92,579.42,578.92,-0.09%
2003-08-14,583.18,582.68,583.18,582.68,0.65%
2003-08-15,582.77,582.27,582.77,582.27,-0.07%
2003-08-18,588.0,587.5,588.0,587.5,0.90%
2003-08-19,589.27,588.77,589.27,588.77,0.22%
2003-08-20,590.33,589.83,590.33,589.83,0.18%
2003-08-21,601.15,600.65,601.15,600.65,1.83%
2003-08-22,602.81,602.31,602.81,602.31,0.28%
2003-08-25,602.65,602.15,602.65,602.15,-0.03%
2003-08-26,601.6,601.1,601.6,601.1,-0.17%
2003-08-27,602.92,602.42,602.92,602.42,0.22%
2003-08-28,602.81,602.31,602.81,602.31,-0.02%
2003-08-29,597.86,597.36,597.86,597.36,-0.82%
2003-09-01,597.92,597.42,597.92,597.42,0.01%
2003-09-02,604.93,604.43,604.93,604.43,1.17%
2003-09-03,603.48,602.98,603.48,602.98,-0.24%
2003-09-04,600.82,600.32,600.82,600.32,-0.44%
2003-09-05,591.18,590.68,591.18,590.68,-1.60%
2003-09-08,591.13,590.63,591.13,590.63,-0.01%
2003-09-09,584.07,583.57,584.07,583.57,-1.19%
2003-09-10,584.69,584.19,584.69,584.19,0.11%
2003-09-11,586.37,585.87,586.37,585.87,0.29%
2003-09-12,579.68,579.18,579.68,579.18,-1.14%
2003-09-15,580.24,579.74,580.24,579.74,0.10%
2003-09-16,586.84,586.34,586.84,586.34,1.14%
2003-09-17,581.63,581.13,581.63,581.13,-0.89%
2003-09-18,583.08,582.58,583.08,582.58,0.25%
2003-09-19,576.77,576.27,576.77,576.27,-1.08%
2003-09-22,571.09,570.59,571.09,570.59,-0.98%
2003-09-23,571.64,571.14,571.64,571.14,0.10%
2003-09-24,571.34,570.84,571.34,570.84,-0.05%
2003-09-25,570.64,570.14,570.64,570.14,-0.12%
2003-09-26,571.54,571.04,571.54,571.04,0.16%
2003-09-29,565.91,565.41,565.91,565.41,-0.99%
2003-09-30,563.34,562.84,563.34,562.84,-0.45%
2003-10-01,560.59,560.09,560.59,560.09,-0.49%
2003-10-02,560.97,560.47,560.97,560.47,0.07%
2003-10-03,566.65,566.15,566.65,566.15,1.01%
2003-10-06,560.16,559.66,560.16,559.66,-1.15%
2003-10-07,556.97,556.47,556.97,556.47,-0.57%
2003-10-08,555.41,554.91,555.41,554.91,-0.28%
2003-10-09,560.73,560.23,560.73,560.23,0.96%
2003-10-10,555.6,555.1,555.6,555.1,-0.91%
2003-10-13,561.17,560.67,561.17,560.67,1.00%
2003-10-14,558.49,557.99,558.49,557.99,-0.48%
2003-10-15,564.06,563.56,564.06,563.56,1.00%
2003-10-16,563.43,562.93,563.43,562.93,-0.11%
2003-10-17,563.72,563.22,563.72,563.22,0.05%
2003-10-20,562.32,561.82,562.32,561.82,-0.25%
2003-10-21,562.56,562.06,562.56,562.06,0.04%
2003-10-22,554.9,554.4,554.9,554.4,-1.36%
2003-10-23,557.16,556.66,557.16,556.66,0.41%
2003-10-24,557.01,550.01,557.01,550.01,-0.03%
2003-10-27,557.44,556.94,557.44,556.94,0.08%
2003-10-28,561.84,561.34,561.84,561.34,0.79%
2003-10-29,561.6,561.1,561.6,561.1,-0.04%
2003-10-30,563.48,562.98,563.48,562.98,0.33%
2003-10-31,565.96,565.46,565.96,565.46,0.44%
2003-11-03,572.44,571.94,572.44,571.94,1.14%
2003-11-04,570.0,569.5,570.0,569.5,-0.43%
2003-11-05,572.34,571.84,572.34,571.84,0.41%
2003-11-06,574.34,573.84,574.34,573.84,0.35%
2003-11-07,568.91,568.41,568.91,568.41,-0.95%
2003-11-10,569.95,569.45,569.95,569.45,0.18%
2003-11-11,569.6,569.1,569.6,569.1,-0.06%
2003-11-12,562.95,562.45,562.95,562.45,-1.17%
2003-11-13,560.4,559.9,560.4,559.9,-0.45%
2003-11-14,558.16,557.66,558.16,557.66,-0.40%
2003-11-17,559.11,558.61,559.11,558.61,0.17%
2003-11-18,551.02,550.52,551.02,550.52,-1.45%
2003-11-19,551.26,550.76,551.26,550.76,0.04%
2003-11-20,551.49,550.99,551.49,550.99,0.04%
2003-11-21,550.1,549.6,550.1,549.6,-0.25%
2003-11-24,557.02,556.52,557.02,556.52,1.26%
2003-11-25,556.07,555.57,556.07,555.57,-0.17%
2003-11-26,550.01,549.51,550.01,549.51,-1.09%
2003-11-27,551.2,544.2,551.2,544.2,0.22%
2003-11-28,546.93,546.43,546.93,546.43,-0.77%
2003-12-01,548.12,547.62,548.12,547.62,0.22%
2003-12-02,542.77,542.27,542.77,542.27,-0.98%
2003-12-03,542.81,542.31,542.81,542.31,0.01%
2003-12-04,541.51,541.01,541.51,541.01,-0.24%
2003-12-05,539.55,539.05,539.55,539.05,-0.36%
2003-12-08,536.46,535.96,536.46,535.96,-0.57%
2003-12-09,537.12,536.62,537.12,536.62,0.12%
2003-12-10,536.85,536.35,536.85,536.35,-0.05%
2003-12-11,539.37,538.87,539.37,538.87,0.47%
2003-12-12,533.27,532.77,533.27,532.77,-1.13%
2003-12-15,532.67,532.17,532.67,532.17,-0.11%
2003-12-16,531.71,531.21,531.71,531.21,-0.18%
2003-12-17,528.58,528.08,528.58,528.08,-0.59%
2003-12-18,528.12,527.62,528.12,527.62,-0.09%
2003-12-19,529.4,528.9,529.4,528.9,0.24%
2003-12-22,528.5,528.0,528.5,528.0,-0.17%
2003-12-23,528.84,528.34,528.84,528.34,0.06%
2003-12-24,526.04,525.54,526.04,525.54,-0.53%
2003-12-25,526.04,525.54,526.04,525.54,0.00%
2003-12-26,527.14,526.64,527.14,526.64,0.21%
2003-12-29,524.73,524.23,524.73,524.23,-0.46%
2003-12-30,523.31,522.81,523.31,522.81,-0.27%
2003-12-31,520.48,519.98,520.48,519.98,-0.54%
2004-01-02,520.4,519.9,520.4,519.9,-0.02%
2004-01-05,517.08,516.58,517.08,516.58,-0.64%
2004-01-06,513.51,513.01,513.51,513.01,-0.69%
2004-01-07,517.77,517.27,517.77,517.27,0.83%
2004-01-08,513.43,512.93,513.43,512.93,-0.84%
2004-01-09,510.39,509.89,510.39,509.89,-0.59%
2004-01-12,512.83,512.33,512.83,512.33,0.48%
2004-01-13,514.92,514.42,514.92,514.42,0.41%
2004-01-14,515.53,515.03,515.53,515.03,0.12%
2004-01-15,520.44,519.94,520.44,519.94,0.95%
2004-01-16,529.99,529.49,529.99,529.49,1.83%
2004-01-19,529.78,529.28,529.78,529.28,-0.04%
2004-01-20,521.1,520.6,521.1,520.6,-1.64%
2004-01-21,518.79,518.29,518.79,518.29,-0.44%
2004-01-22,516.02,515.52,516.02,515.52,-0.53%
2004-01-23,520.28,519.78,520.28,519.78,0.83%
2004-01-26,523.14,522.64,523.14,522.64,0.55%
2004-01-27,519.58,519.08,519.58,519.08,-0.68%
2004-01-28,518.75,518.25,518.75,518.25,-0.16%
2004-01-29,529.61,529.11,529.61,529.11,2.09%
2004-01-30,526.21,525.71,526.21,525.71,-0.64%
2004-02-02,528.93,528.43,528.93,528.43,0.52%
2004-02-03,522.56,522.06,522.56,522.06,-1.20%
2004-02-04,522.89,522.39,522.89,522.39,0.06%
2004-02-05,521.1,520.6,521.1,520.6,-0.34%
2004-02-06,516.22,515.72,516.22,515.72,-0.94%
2004-02-09,517.2,516.7,517.2,516.7,0.19%
2004-02-10,516.3,515.8,516.3,515.8,-0.17%
2004-02-11,512.07,511.57,512.07,511.57,-0.82%
2004-02-12,511.23,510.73,511.23,510.73,-0.16%
2004-02-13,514.68,514.18,514.68,514.18,0.67%
2004-02-16,513.55,513.05,513.55,513.05,-0.22%
2004-02-17,510.23,509.73,510.23,509.73,-0.65%
2004-02-18,512.99,512.49,512.99,512.49,0.54%
2004-02-19,516.1,515.6,516.1,515.6,0.61%
2004-02-20,524.19,523.69,524.19,523.69,1.57%
2004-02-23,521.39,520.89,521.39,520.89,-0.53%
2004-02-24,516.26,515.76,516.26,515.76,-0.98%
2004-02-25,524.48,523.98,524.48,523.98,1.59%
2004-02-26,527.01,526.51,527.01,526.51,0.48%
2004-02-27,525.53,525.03,525.53,525.03,-0.28%
2004-03-01,526.88,526.38,526.88,526.38,0.26%
2004-03-02,534.53,534.03,534.53,534.03,1.45%
2004-03-03,540.17,539.67,540.17,539.67,1.06%
2004-03-04,538.35,537.85,538.35,537.85,-0.34%
2004-03-05,529.14,528.64,529.14,528.64,-1.71%
2004-03-08,530.77,530.27,530.77,530.27,0.31%
2004-03-09,527.18,526.68,527.18,526.68,-0.68%
2004-03-10,535.71,535.21,535.71,535.21,1.62%
2004-03-11,534.05,533.55,534.05,533.55,-0.31%
2004-03-12,537.29,536.79,537.29,536.79,0.61%
2004-03-15,534.27,533.77,534.27,533.77,-0.56%
2004-03-16,534.36,533.86,534.36,533.86,0.02%
2004-03-17,536.55,536.05,536.55,536.05,0.41%
2004-03-18,529.44,528.94,529.44,528.94,-1.33%
2004-03-19,533.79,533.29,533.79,533.29,0.82%
2004-03-22,530.17,529.67,530.17,529.67,-0.68%
2004-03-23,531.24,530.74,531.24,530.74,0.20%
2004-03-24,538.18,537.68,538.18,537.68,1.31%
2004-03-25,538.18,537.68,538.18,537.68,0.00%
2004-03-26,540.84,540.34,540.84,540.34,0.49%
2004-03-29,539.46,538.96,539.46,538.96,-0.26%
2004-03-30,538.13,537.63,538.13,537.63,-0.25%
2004-03-31,533.36,532.86,533.36,532.86,-0.89%
2004-04-01,530.55,530.05,530.55,530.05,-0.53%
2004-04-02,541.42,540.92,541.42,540.92,2.05%
2004-04-05,546.07,545.57,546.07,545.57,0.86%
2004-04-06,541.87,541.37,541.87,541.37,-0.77%
2004-04-07,538.22,537.72,538.22,537.72,-0.67%
2004-04-08,542.86,542.36,542.86,542.36,0.86%
2004-04-09,541.96,541.46,541.96,541.46,-0.17%
2004-04-12,543.17,542.67,543.17,542.67,0.22%
2004-04-13,550.33,549.83,550.33,549.83,1.32%
2004-04-14,548.95,548.45,548.95,548.45,-0.25%
2004-04-15,547.89,547.39,547.89,547.39,-0.19%
2004-04-16,546.2,545.7,546.2,545.7,-0.31%
2004-04-19,545.57,545.07,545.57,545.07,-0.12%
2004-04-20,549.64,549.14,549.64,549.14,0.75%
2004-04-21,553.86,553.36,553.86,553.36,0.77%
2004-04-22,553.07,552.57,553.07,552.57,-0.14%
2004-04-23,554.43,553.93,554.43,553.93,0.25%
2004-04-26,553.12,552.62,553.12,552.62,-0.24%
2004-04-27,550.33,549.83,550.33,549.83,-0.50%
2004-04-28,554.29,553.79,554.29,553.79,0.72%
2004-04-29,549.59,549.09,549.59,549.09,-0.85%
2004-04-30,547.34,546.84,547.34,546.84,-0.41%
2004-05-03,549.41,548.91,549.41,548.91,0.38%
2004-05-04,542.81,542.31,542.81,542.31,-1.20%
2004-05-05,539.24,538.74,539.24,538.74,-0.66%
2004-05-06,542.77,542.27,542.77,542.27,0.65%
2004-05-07,551.72,551.22,551.72,551.22,1.65%
2004-05-10,553.26,552.76,553.26,552.76,0.28%
2004-05-11,552.18,551.68,552.18,551.68,-0.20%
2004-05-12,550.28,549.78,550.28,549.78,-0.34%
2004-05-13,555.32,554.82,555.32,554.82,0.92%
2004-05-14,551.72,551.22,551.72,551.22,-0.65%
2004-05-17,546.2,545.7,546.2,545.7,-1.00%
2004-05-18,548.44,547.94,548.44,547.94,0.41%
2004-05-19,546.16,545.66,546.16,545.66,-0.42%
2004-05-20,551.02,550.52,551.02,550.52,0.89%
2004-05-21,545.66,545.16,545.66,545.16,-0.97%
2004-05-24,545.93,545.43,545.93,545.43,0.05%
2004-05-25,541.38,540.88,541.38,540.88,-0.83%
2004-05-26,541.2,540.7,541.2,540.7,-0.03%
2004-05-27,534.66,534.16,534.66,534.16,-1.21%
2004-05-28,537.12,536.62,537.12,536.62,0.46%
2004-05-31,537.07,536.57,537.07,536.57,-0.01%
2004-06-01,536.19,535.69,536.19,535.69,-0.16%
2004-06-02,537.03,536.53,537.03,536.53,0.16%
2004-06-03,536.72,536.22,536.72,536.22,-0.06%
2004-06-04,534.1,533.6,534.1,533.6,-0.49%
2004-06-07,532.06,531.56,532.06,531.56,-0.38%
2004-06-08,535.06,534.56,535.06,534.56,0.56%
2004-06-09,543.67,543.17,543.67,543.17,1.61%
2004-06-10,541.91,541.41,541.91,541.41,-0.32%
2004-06-11,546.11,545.61,546.11,545.61,0.78%
2004-06-14,543.85,543.35,543.85,543.35,-0.41%
2004-06-15,539.9,539.4,539.9,539.4,-0.73%
2004-06-16,546.29,545.79,546.29,545.79,1.18%
2004-06-17,543.67,543.17,543.67,543.17,-0.48%
2004-06-18,540.44,539.94,540.44,539.94,-0.59%
2004-06-21,541.6,541.1,541.6,541.1,0.21%
2004-06-22,542.59,542.09,542.59,542.09,0.18%
2004-06-23,542.72,542.22,542.72,542.22,0.02%
2004-06-24,538.49,537.99,538.49,537.99,-0.78%
2004-06-25,539.73,539.23,539.73,539.23,0.23%
2004-06-28,538.97,538.47,538.97,538.47,-0.14%
2004-06-29,541.02,540.52,541.02,540.52,0.38%
2004-06-30,539.11,538.61,539.11,538.61,-0.35%
2004-07-01,538.75,538.25,538.75,538.25,-0.07%
2004-07-02,532.93,532.43,532.93,532.43,-1.08%
2004-07-05,538.24,532.24,538.24,532.24,1.00%
2004-07-06,533.1,532.6,533.1,532.6,-0.95%
2004-07-07,530.08,529.58,530.08,529.58,-0.57%
2004-07-08,529.35,528.85,529.35,528.85,-0.14%
2004-07-09,528.67,528.17,528.67,528.17,-0.13%
2004-07-12,528.58,528.08,528.58,528.08,-0.02%
2004-07-13,532.62,532.12,532.62,532.12,0.76%
2004-07-14,528.97,528.47,528.97,528.47,-0.69%
2004-07-15,531.37,530.87,531.37,530.87,0.45%
2004-07-16,527.14,526.64,527.14,526.64,-0.80%
2004-07-19,527.1,526.6,527.1,526.6,-0.01%
2004-07-20,529.91,529.41,529.91,529.41,0.53%
2004-07-21,535.98,535.48,535.98,535.48,1.15%
2004-07-22,534.45,533.95,534.45,533.95,-0.29%
2004-07-23,541.2,540.7,541.2,540.7,1.26%
2004-07-26,540.22,539.72,540.22,539.72,-0.18%
2004-07-27,544.48,543.98,544.48,543.98,0.79%
2004-07-28,543.26,542.76,543.26,542.76,-0.22%
2004-07-29,544.89,544.39,544.89,544.39,0.30%
2004-07-30,545.48,544.98,545.48,544.98,0.11%
2004-08-02,545.2,544.7,545.2,544.7,-0.05%
2004-08-03,544.03,543.53,544.03,543.53,-0.21%
2004-08-04,544.75,544.25,544.75,544.25,0.13%
2004-08-05,543.89,543.39,543.89,543.39,-0.16%
2004-08-06,534.23,533.73,534.23,533.73,-1.78%
2004-08-09,534.58,534.08,534.58,534.08,0.07%
2004-08-10,535.89,535.39,535.89,535.39,0.25%
2004-08-11,536.68,536.18,536.68,536.18,0.15%
2004-08-12,535.71,535.21,535.71,535.21,-0.18%
2004-08-13,530.64,530.14,530.64,530.14,-0.95%
2004-08-16,531.15,530.65,531.15,530.65,0.10%
2004-08-17,531.54,531.04,531.54,531.04,0.07%
2004-08-18,531.54,531.04,531.54,531.04,0.00%
2004-08-19,530.21,529.71,530.21,529.71,-0.25%
2004-08-20,532.54,532.04,532.54,532.04,0.44%
2004-08-23,538.4,537.9,538.4,537.9,1.10%
2004-08-24,542.45,541.95,542.45,541.95,0.75%
2004-08-25,542.27,541.77,542.27,541.77,-0.03%
2004-08-26,541.78,541.28,541.78,541.28,-0.09%
2004-08-27,545.66,545.16,545.66,545.16,0.72%
2004-08-30,543.98,543.48,543.98,543.48,-0.31%
2004-08-31,538.31,537.81,538.31,537.81,-1.04%
2004-09-01,538.04,537.54,538.04,537.54,-0.05%
2004-09-02,539.68,539.18,539.68,539.18,0.30%
2004-09-03,543.98,543.48,543.98,543.48,0.80%
2004-09-06,543.22,542.72,543.22,542.72,-0.14%
2004-09-07,542.54,542.04,542.54,542.04,-0.13%
2004-09-08,538.8,538.3,538.8,538.3,-0.69%
2004-09-09,537.73,537.23,537.73,537.23,-0.20%
2004-09-10,533.75,533.25,533.75,533.25,-0.74%
2004-09-13,534.62,534.12,534.62,534.12,0.16%
2004-09-14,534.66,534.16,534.66,534.16,0.01%
2004-09-15,539.5,539.0,539.5,539.0,0.91%
2004-09-16,538.31,537.81,538.31,537.81,-0.22%
2004-09-17,538.44,537.94,538.44,537.94,0.02%
2004-09-20,538.84,538.34,538.84,538.34,0.07%
2004-09-21,534.4,533.9,534.4,533.9,-0.82%
2004-09-22,535.19,534.69,535.19,534.69,0.15%
2004-09-23,532.28,531.78,532.28,531.78,-0.54%
2004-09-24,534.58,534.08,534.58,534.08,0.43%
2004-09-27,533.49,532.99,533.49,532.99,-0.20%
2004-09-28,532.62,532.12,532.62,532.12,-0.16%
2004-09-29,532.06,531.56,532.06,531.56,-0.11%
2004-09-30,527.61,527.11,527.61,527.11,-0.84%
2004-10-01,528.75,528.25,528.75,528.25,0.22%
2004-10-04,534.27,533.77,534.27,533.77,1.04%
2004-10-05,532.32,531.82,532.32,531.82,-0.36%
2004-10-06,533.49,532.99,533.49,532.99,0.22%
2004-10-07,533.49,532.99,533.49,532.99,0.00%
2004-10-08,528.07,527.57,528.07,527.57,-1.02%
2004-10-11,529.61,529.11,529.61,529.11,0.29%
2004-10-12,532.93,532.43,532.93,532.43,0.63%
2004-10-13,531.41,530.91,531.41,530.91,-0.29%
2004-10-14,529.57,529.07,529.57,529.07,-0.35%
2004-10-15,526.04,525.54,526.04,525.54,-0.67%
2004-10-18,524.82,524.32,524.82,524.32,-0.23%
2004-10-19,523.94,523.44,523.94,523.44,-0.17%
2004-10-20,521.02,520.52,521.02,520.52,-0.56%
2004-10-21,519.29,518.79,519.29,518.79,-0.33%
2004-10-22,519.0,518.5,519.0,518.5,-0.06%
2004-10-25,512.23,511.73,512.23,511.73,-1.30%
2004-10-26,514.4,513.9,514.4,513.9,0.42%
2004-10-27,515.9,515.4,515.9,515.4,0.29%
2004-10-28,514.84,514.34,514.84,514.34,-0.21%
2004-10-29,513.07,512.57,513.07,512.57,-0.34%
2004-11-01,514.56,514.06,514.56,514.06,0.29%
2004-11-02,516.51,516.01,516.51,516.01,0.38%
2004-11-03,512.95,512.45,512.95,512.45,-0.69%
2004-11-04,509.36,508.86,509.36,508.86,-0.70%
2004-11-05,507.43,506.93,507.43,506.93,-0.38%
2004-11-08,507.39,506.89,507.39,506.89,-0.01%
2004-11-09,507.86,507.36,507.86,507.36,0.09%
2004-11-10,508.81,508.31,508.81,508.31,0.19%
2004-11-11,508.1,507.6,508.1,507.6,-0.14%
2004-11-12,505.55,505.05,505.55,505.05,-0.50%
2004-11-15,507.15,506.65,507.15,506.65,0.32%
2004-11-16,505.35,504.85,505.35,504.85,-0.35%
2004-11-17,503.34,502.84,503.34,502.84,-0.40%
