Date,Price,GHS_USD,USD_XOF,Station_Name,PRCP,TAVG_C,TMAX_C,TMIN_C
2008-01-02,2123.82,,445.3,"KOTOKA INTERNATIONAL, GH",,28.333333333333332,,
2008-01-03,2144.78,,444.67,"KOTOKA INTERNATIONAL, GH",,30.555555555555557,,
2008-01-04,2132.96,,444.7,"KOTOKA INTERNATIONAL, GH",,26.11111111111111,,23.333333333333332
2008-01-07,2166.89,,446.15,"KOTOKA INTERNATIONAL, GH",,29.444444444444443,32.77777777777778,
2008-01-08,2194.77,,445.82,"KOTOKA INTERNATIONAL, GH",,27.77777777777778,,
2008-01-09,2183.7,,447.25,,,,,
2008-01-10,2201.04,,442.95,,,,,
2008-01-11,2206.14,,443.79,,,,,
2008-01-14,2241.94,,441.08,,,,,
2008-01-15,2232.59,,442.98,,,,,
2008-01-16,2201.93,,447.28,,,,,
2008-01-17,2212.04,,448.04,"KOTOKA INTERNATIONAL, GH",,28.88888888888889,32.77777777777778,
2008-01-18,2193.64,,448.84,"KOTOKA INTERNATIONAL, GH",,26.11111111111111,,22.77777777777778
2008-01-21,2175.48,,454.1,,,,,
2008-01-22,2181.22,,447.95,"KOTOKA INTERNATIONAL, GH",,27.22222222222222,32.77777777777778,
2008-01-22,2181.22,,447.95,"AKIM ODA, GH",,25.555555555555557,31.666666666666668,
2008-01-23,2191.7,,448.07,"KOTOKA INTERNATIONAL, GH",,27.22222222222222,,
2008-01-24,2247.3,,443.97,"KOTOKA INTERNATIONAL, GH",,25.0,,
2008-01-25,2260.0,,446.91,"KOTOKA INTERNATIONAL, GH",,25.0,,21.11111111111111
2008-01-28,2264.63,,443.52,"KOTOKA INTERNATIONAL, GH",,22.77777777777778,,
2008-01-29,2281.43,,443.76,,,,,
2008-01-30,2333.95,,440.78,,,,,
2008-01-31,2376.78,,441.22,,,,,
2008-02-01,2370.2,,441.5,,,,,
2008-02-04,2388.13,,442.24,"KOTOKA INTERNATIONAL, GH",,26.11111111111111,,25.555555555555557
2008-02-05,2377.94,,447.52,,,,,
2008-02-06,2392.93,,448.44,"KOTOKA INTERNATIONAL, GH",,30.0,,
2008-02-07,2389.66,,452.68,"KOTOKA INTERNATIONAL, GH",,29.444444444444443,,26.666666666666668
2008-02-07,2389.66,,452.68,"AKIM ODA, GH",0.2,26.666666666666668,,
2008-02-08,2412.38,,451.9,,,,,
2008-02-11,2428.09,,451.44,"KOTOKA INTERNATIONAL, GH",,31.11111111111111,,
2008-02-12,2466.14,,449.67,,,,,
2008-02-13,2493.29,,450.04,"KOTOKA INTERNATIONAL, GH",,27.22222222222222,,
2008-02-14,2511.47,,447.98,"KOTOKA INTERNATIONAL, GH",,29.444444444444443,,
2008-02-15,2547.24,,446.52,"KOTOKA INTERNATIONAL, GH",,29.444444444444443,,
2008-02-18,2527.97,,447.58,"KOTOKA INTERNATIONAL, GH",,30.555555555555557,,
2008-02-19,2528.32,,445.24,,,,,
2008-02-20,2472.16,,445.82,,,,,
2008-02-21,2506.94,,442.66,"KOTOKA INTERNATIONAL, GH",,31.666666666666668,,
2008-02-22,2583.0,1.0323,442.12,"KOTOKA INTERNATIONAL, GH",,30.0,,23.333333333333332
2008-02-25,2598.84,1.0323,442.27,"KOTOKA INTERNATIONAL, GH",,30.0,32.22222222222222,
2008-02-26,2644.61,1.0323,438.13,"KOTOKA INTERNATIONAL, GH",,28.88888888888889,33.333333333333336,26.666666666666668
2008-02-27,2718.96,1.0323,433.58,"KOTOKA INTERNATIONAL, GH",,27.77777777777778,,
2008-02-28,2816.22,1.0323,430.73,"KOTOKA INTERNATIONAL, GH",,29.444444444444443,,25.555555555555557
2008-02-29,2810.05,1.0323,431.92,"KOTOKA INTERNATIONAL, GH",,27.22222222222222,,26.11111111111111
2008-03-03,2800.8,1.0323,431.15,,,,,
2008-03-04,2773.12,1.0323,430.98,"KOTOKA INTERNATIONAL, GH",,29.444444444444443,,
2008-03-05,2808.81,1.0323,429.51,"KOTOKA INTERNATIONAL, GH",,29.444444444444443,,
2008-03-06,2767.28,1.0263,426.11,"KOTOKA INTERNATIONAL, GH",,28.333333333333332,,
2008-03-07,2770.54,1.0292,427.27,"KOTOKA INTERNATIONAL, GH",,30.555555555555557,,
2008-03-10,2761.43,1.0323,427.38,,,,,
2008-03-11,2822.88,1.0323,427.61,"KOTOKA INTERNATIONAL, GH",,28.333333333333332,32.77777777777778,
2008-03-12,2830.25,1.0323,422.21,"KOTOKA INTERNATIONAL, GH",,28.333333333333332,32.22222222222222,
2008-03-13,2944.63,1.0323,419.34,"KOTOKA INTERNATIONAL, GH",,28.333333333333332,,
2008-03-14,2939.47,1.0323,418.35,"KOTOKA INTERNATIONAL, GH",,28.88888888888889,,
2008-03-17,2754.73,1.0323,416.86,"KOTOKA INTERNATIONAL, GH",,30.0,,
2008-03-18,2757.45,1.0323,419.59,"KOTOKA INTERNATIONAL, GH",,30.0,,
2008-03-19,2538.92,1.0323,419.72,"KOTOKA INTERNATIONAL, GH",,28.333333333333332,,
2008-03-20,2399.09,1.0323,424.92,"KOTOKA INTERNATIONAL, GH",,29.444444444444443,,
2008-03-24,2396.85,1.0323,425.14,"KOTOKA INTERNATIONAL, GH",,28.88888888888889,,
2008-03-24,2396.85,1.0323,425.14,"KUMASI, GH",,23.333333333333332,,
2008-03-25,2457.44,1.0323,418.94,"KOTOKA INTERNATIONAL, GH",,27.77777777777778,,26.11111111111111
2008-03-26,2469.16,1.0323,413.78,"KOTOKA INTERNATIONAL, GH",,31.11111111111111,,
2008-03-27,2534.94,1.0132,415.57,,,,,
2008-03-28,2452.67,1.0132,415.04,,,,,
2008-03-31,2427.65,1.0124,415.49,"KOTOKA INTERNATIONAL, GH",,25.0,,
2008-04-01,2415.16,1.0104,420.04,"KOTOKA INTERNATIONAL, GH",,29.444444444444443,,
2008-04-02,2375.5,1.0106,417.85,"KOTOKA INTERNATIONAL, GH",,28.333333333333332,,
2008-04-03,2397.35,1.0114,418.09,"KOTOKA INTERNATIONAL, GH",,26.666666666666668,,
2008-04-04,2396.62,1.038,416.62,"KOTOKA INTERNATIONAL, GH",,28.88888888888889,,
2008-04-07,2446.29,1.0395,417.66,"KOTOKA INTERNATIONAL, GH",,28.333333333333332,,
2008-04-08,2420.49,0.995,417.31,"KOTOKA INTERNATIONAL, GH",,28.333333333333332,32.22222222222222,
2008-04-09,2502.41,0.995,414.2,,,,,
2008-04-10,2571.14,1.0068,416.49,"KOTOKA INTERNATIONAL, GH",,29.444444444444443,,
2008-04-11,2637.45,1.0231,414.6,"KOTOKA INTERNATIONAL, GH",,30.0,,
2008-04-14,2628.81,1.005,414.23,"KOTOKA INTERNATIONAL, GH",,30.555555555555557,32.22222222222222,
2008-04-15,2610.96,1.005,415.28,"KOTOKA INTERNATIONAL, GH",,30.0,,
2008-04-16,2665.89,1.0053,411.11,"KOTOKA INTERNATIONAL, GH",,30.555555555555557,,
2008-04-17,2749.62,1.005,412.53,"KOTOKA INTERNATIONAL, GH",,27.77777777777778,,
2008-04-18,2708.23,0.995,414.57,"KOTOKA INTERNATIONAL, GH",,27.22222222222222,,
2008-04-21,2721.21,0.9973,412.09,"KOTOKA INTERNATIONAL, GH",,30.555555555555557,,
2008-04-22,2791.34,1.0066,410.11,"KOTOKA INTERNATIONAL, GH",,29.444444444444443,,
2008-04-23,2798.97,1.0028,412.79,"KOTOKA INTERNATIONAL, GH",1.3,29.444444444444443,33.333333333333336,21.11111111111111
2008-04-23,2798.97,1.0028,412.79,"SUNYANI, GH",,24.444444444444443,,
2008-04-24,2809.93,0.995,418.14,"KOTOKA INTERNATIONAL, GH",0.0,28.88888888888889,,
2008-04-25,2797.36,0.995,419.64,"KOTOKA INTERNATIONAL, GH",,26.11111111111111,,
2008-04-28,2808.85,0.9965,418.65,"KOTOKA INTERNATIONAL, GH",,27.22222222222222,,
2008-04-29,2784.99,0.996,420.96,"KOTOKA INTERNATIONAL, GH",,26.666666666666668,,
2008-04-30,2784.69,0.996,419.85,,,,,
2008-05-01,2627.84,0.996,423.76,,,,,
2008-05-02,2641.07,1.0179,425.14,,,,,
2008-05-05,2666.22,0.9926,423.11,,,,,
2008-05-06,2768.65,0.9926,422.26,"KOTOKA INTERNATIONAL, GH",,27.77777777777778,,
2008-05-07,2700.86,0.995,425.88,,,,,
2008-05-08,2731.32,0.995,425.94,,,,,
2008-05-09,2756.95,1.0214,423.6,,,,,
2008-05-12,2790.76,0.995,421.72,,,,,
2008-05-13,2657.39,0.9852,423.79,,,,,
2008-05-14,2673.62,1.0192,423.71,,,,,
2008-05-15,2654.58,1.0192,424.48,,,,,
2008-05-16,2707.97,0.9852,420.74,,,,,
2008-05-19,2647.66,0.9852,422.78,,,,,
2008-05-20,2649.88,0.9943,419.02,,,,,
2008-05-21,2630.1,0.9878,415.25,,,,,
2008-05-22,2635.28,0.9757,416.78,,,,,
2008-05-23,2631.49,1.0001,415.67,,,,,
2008-05-27,2656.7,0.9852,417.95,,,,,
2008-05-28,2675.72,0.9841,419.18,,,,,
2008-05-29,2780.68,0.9841,422.73,,,,,
2008-05-30,2797.29,0.9841,421.56,,,,,
2008-06-02,2845.75,0.9841,421.91,,,,,
2008-06-03,2868.92,1.0027,424.42,,,,,
2008-06-04,2850.28,0.965,424.7,,,,,
2008-06-05,2827.29,0.9662,420.53,,,,,
2008-06-06,2919.14,0.9662,415.73,,,,,
2008-06-09,2925.52,0.9929,419.13,,,,,
2008-06-10,2904.6,0.9421,423.96,,,,,
2008-06-11,2959.88,0.939,421.56,,,,,
2008-06-12,3000.24,0.9525,424.84,,,,,
2008-06-13,3010.82,0.939,426.41,,,,,
2008-06-16,3026.59,0.9216,423.87,,,,,
2008-06-17,3022.9,0.9216,422.75,,,,,
2008-06-18,3090.36,0.9238,422.04,"KOTOKA INTERNATIONAL, GH",,27.22222222222222,27.77777777777778,
2008-06-19,3100.25,0.9195,422.94,"KOTOKA INTERNATIONAL, GH",0.0,26.666666666666668,,23.88888888888889
2008-06-19,3100.25,0.9195,422.94,"WENCHI, GH",0.08,25.555555555555557,30.0,
2008-06-19,3100.25,0.9195,422.94,"KOFORIDUA, GH",0.0,25.0,,22.22222222222222
2008-06-19,3100.25,0.9195,422.94,"SUNYANI, GH",0.02,23.88888888888889,30.0,20.0
2008-06-20,3121.91,0.9133,420.15,"KOTOKA INTERNATIONAL, GH",,27.22222222222222,30.0,23.333333333333332
2008-06-20,3121.91,0.9133,420.15,"AXIM, GH",,26.666666666666668,29.444444444444443,23.88888888888889
2008-06-20,3121.91,0.9133,420.15,"SEFWI BEKWAI, GH",,27.77777777777778,33.888888888888886,
2008-06-20,3121.91,0.9133,420.15,"AKIM ODA, GH",,27.22222222222222,31.666666666666668,21.666666666666668
2008-06-20,3121.91,0.9133,420.15,"KOFORIDUA, GH",0.0,26.11111111111111,,21.666666666666668
2008-06-20,3121.91,0.9133,420.15,"SUNYANI, GH",0.0,26.666666666666668,31.666666666666668,20.555555555555557
2008-06-23,3125.92,0.9175,422.7,"KOTOKA INTERNATIONAL, GH",,28.333333333333332,,
2008-06-23,3125.92,0.9175,422.7,"KUMASI, GH",,26.666666666666668,,
2008-06-24,3146.7,0.9166,421.28,"KOTOKA INTERNATIONAL, GH",0.02,27.22222222222222,,
2008-06-24,3146.7,0.9166,421.28,"KUMASI, GH",,26.11111111111111,,
2008-06-25,3133.49,0.9133,418.54,"KOTOKA INTERNATIONAL, GH",0.0,27.22222222222222,,
2008-06-25,3133.49,0.9133,418.54,"KUMASI, GH",,26.666666666666668,,
2008-06-26,3181.21,0.9133,416.1,"KOTOKA INTERNATIONAL, GH",,27.77777777777778,,
2008-06-26,3181.21,0.9133,416.1,"KUMASI, GH",,27.22222222222222,,
2008-06-26,3181.21,0.9133,416.1,"AXIM, GH",,26.666666666666668,28.88888888888889,
2008-06-26,3181.21,0.9133,416.1,"AKIM ODA, GH",,25.555555555555557,30.555555555555557,
2008-06-26,3181.21,0.9133,416.1,"KOFORIDUA, GH",,27.77777777777778,,
2008-06-26,3181.21,0.9133,416.1,"SUNYANI, GH",,27.22222222222222,29.444444444444443,
2008-06-27,3188.81,0.9132,415.2,"KOTOKA INTERNATIONAL, GH",,26.11111111111111,,
2008-06-30,3206.38,0.905,416.44,"KOTOKA INTERNATIONAL, GH",0.02,26.11111111111111,28.333333333333332,22.77777777777778
2008-06-30,3206.38,0.905,416.44,"AXIM, GH",0.75,25.0,,22.22222222222222
2008-06-30,3206.38,0.905,416.44,"AKIM ODA, GH",,25.555555555555557,26.666666666666668,
2008-06-30,3206.38,0.905,416.44,"KOFORIDUA, GH",0.0,26.666666666666668,,
2008-06-30,3206.38,0.905,416.44,"SUNYANI, GH",0.47,24.444444444444443,26.666666666666668,21.11111111111111
2008-07-01,3295.94,0.9137,415.15,"KOTOKA INTERNATIONAL, GH",0.0,26.666666666666668,,
2008-07-01,3295.94,0.9137,415.15,"HO, GH",0.43,26.666666666666668,,22.77777777777778
2008-07-01,3295.94,0.9137,415.15,"SEFWI BEKWAI, GH",,25.555555555555557,,22.77777777777778
2008-07-01,3295.94,0.9137,415.15,"SUNYANI, GH",0.0,23.88888888888889,,21.666666666666668
2008-07-02,3271.3,0.9092,412.9,"KOTOKA INTERNATIONAL, GH",0.12,26.666666666666668,,
2008-07-02,3271.3,0.9092,412.9,"KUMASI, GH",,23.88888888888889,,22.22222222222222
2008-07-02,3271.3,0.9092,412.9,"HO, GH",0.0,24.444444444444443,,22.22222222222222
2008-07-02,3271.3,0.9092,412.9,"SUNYANI, GH",0.0,23.88888888888889,,21.666666666666668
2008-07-03,3143.55,0.9702,417.85,"KOTOKA INTERNATIONAL, GH",0.0,26.666666666666668,,23.333333333333332
2008-07-03,3143.55,0.9702,417.85,"AXIM, GH",,26.11111111111111,,25.0
2008-07-03,3143.55,0.9702,417.85,"AKIM ODA, GH",0.2,26.666666666666668,,22.22222222222222
2008-07-03,3143.55,0.9702,417.85,"SUNYANI, GH",0.47,25.555555555555557,,21.666666666666668
2008-07-04,3039.62,0.9527,419.5,"KOTOKA INTERNATIONAL, GH",,26.666666666666668,,
2008-07-04,3039.62,0.9527,419.5,"AXIM, GH",,25.555555555555557,27.77777777777778,
2008-07-04,3039.62,0.9527,419.5,"KOFORIDUA, GH",,26.666666666666668,,22.77777777777778
2008-07-07,2916.11,0.9238,416.89,"KOTOKA INTERNATIONAL, GH",,26.11111111111111,28.333333333333332,24.444444444444443
2008-07-07,2916.11,0.9238,416.89,"AKIM ODA, GH",,25.0,27.22222222222222,
2008-07-07,2916.11,0.9238,416.89,"KOFORIDUA, GH",,25.0,,
2008-07-07,2916.11,0.9238,416.89,"SUNYANI, GH",0.59,23.88888888888889,27.77777777777778,20.555555555555557
2008-07-08,2959.03,0.902,418.46,"KOTOKA INTERNATIONAL, GH",,25.555555555555557,,22.22222222222222
2008-07-08,2959.03,0.902,418.46,"HO, GH",,25.0,30.0,21.666666666666668
2008-07-08,2959.03,0.902,418.46,"SUNYANI, GH",0.0,23.333333333333332,,21.11111111111111
2008-07-09,2964.36,0.9709,416.52,"KOTOKA INTERNATIONAL, GH",,25.0,,23.333333333333332
2008-07-10,2950.11,0.9114,415.3,"KOTOKA INTERNATIONAL, GH",,27.22222222222222,,
2008-07-10,2950.11,0.9114,415.3,"HO, GH",,27.77777777777778,31.11111111111111,
2008-07-11,2951.94,0.9011,411.5,"KOTOKA INTERNATIONAL, GH",,26.666666666666668,,24.444444444444443
2008-07-11,2951.94,0.9011,411.5,"AXIM, GH",,26.11111111111111,,24.444444444444443
2008-07-11,2951.94,0.9011,411.5,"SEFWI BEKWAI, GH",,27.22222222222222,,23.333333333333332
2008-07-11,2951.94,0.9011,411.5,"AKIM ODA, GH",,26.666666666666668,,23.333333333333332
2008-07-11,2951.94,0.9011,411.5,"KOFORIDUA, GH",0.0,26.666666666666668,,
2008-07-14,2951.32,0.8969,412.12,"KOTOKA INTERNATIONAL, GH",0.03,26.666666666666668,29.444444444444443,24.444444444444443
2008-07-14,2951.32,0.8969,412.12,"KUMASI, GH",,27.22222222222222,30.555555555555557,
2008-07-14,2951.32,0.8969,412.12,"HO, GH",,26.666666666666668,31.11111111111111,22.77777777777778
2008-07-14,2951.32,0.8969,412.12,"WENCHI, GH",,28.333333333333332,31.11111111111111,
2008-07-14,2951.32,0.8969,412.12,"AXIM, GH",,26.666666666666668,28.333333333333332,25.555555555555557
2008-07-14,2951.32,0.8969,412.12,"TAKORADI, GH",0.0,27.22222222222222,29.444444444444443,23.333333333333332
2008-07-14,2951.32,0.8969,412.12,"AKIM ODA, GH",,27.77777777777778,30.555555555555557,
2008-07-14,2951.32,0.8969,412.12,"KOFORIDUA, GH",,26.666666666666668,,23.333333333333332
2008-07-14,2951.32,0.8969,412.12,"SUNYANI, GH",,27.22222222222222,30.555555555555557,22.22222222222222
2008-07-15,2991.15,0.9002,412.09,"KOTOKA INTERNATIONAL, GH",0.0,26.666666666666668,28.333333333333332,25.0
2008-07-15,2991.15,0.9002,412.09,"KUMASI, GH",,24.444444444444443,28.333333333333332,
2008-07-15,2991.15,0.9002,412.09,"HO, GH",,26.11111111111111,,22.22222222222222
2008-07-15,2991.15,0.9002,412.09,"TAKORADI, GH",,26.666666666666668,,23.88888888888889
2008-07-15,2991.15,0.9002,412.09,"AKIM ODA, GH",,26.11111111111111,30.0,
2008-07-15,2991.15,0.9002,412.09,"KOFORIDUA, GH",,26.11111111111111,,
2008-07-15,2991.15,0.9002,412.09,"SUNYANI, GH",,25.555555555555557,27.22222222222222,22.22222222222222
2008-07-16,3049.22,0.893,414.39,"KOTOKA INTERNATIONAL, GH",0.02,26.666666666666668,,23.333333333333332
2008-07-16,3049.22,0.893,414.39,"HO, GH",0.0,24.444444444444443,,21.666666666666668
2008-07-16,3049.22,0.893,414.39,"WENCHI, GH",,26.11111111111111,29.444444444444443,
2008-07-16,3049.22,0.893,414.39,"AXIM, GH",,25.555555555555557,30.0,25.0
2008-07-16,3049.22,0.893,414.39,"SEFWI BEKWAI, GH",,28.333333333333332,32.22222222222222,
2008-07-16,3049.22,0.893,414.39,"AKIM ODA, GH",,26.11111111111111,28.88888888888889,
2008-07-16,3049.22,0.893,414.39,"KOFORIDUA, GH",,26.11111111111111,,
2008-07-16,3049.22,0.893,414.39,"SUNYANI, GH",,25.0,28.88888888888889,21.11111111111111
2008-07-17,2949.96,0.8969,413.52,"KOTOKA INTERNATIONAL, GH",0.0,27.22222222222222,,23.88888888888889
2008-07-17,2949.96,0.8969,413.52,"HO, GH",,26.666666666666668,31.666666666666668,21.11111111111111
2008-07-17,2949.96,0.8969,413.52,"WENCHI, GH",,27.22222222222222,30.0,
2008-07-17,2949.96,0.8969,413.52,"AXIM, GH",,27.77777777777778,29.444444444444443,
2008-07-17,2949.96,0.8969,413.52,"AKIM ODA, GH",,27.22222222222222,31.11111111111111,
2008-07-17,2949.96,0.8969,413.52,"KOFORIDUA, GH",,27.77777777777778,,
2008-07-17,2949.96,0.8969,413.52,"SUNYANI, GH",0.0,26.11111111111111,28.88888888888889,21.666666666666668
2008-07-18,2829.19,0.8969,413.76,"KOTOKA INTERNATIONAL, GH",,26.666666666666668,,23.88888888888889
2008-07-18,2829.19,0.8969,413.76,"AXIM, GH",,27.22222222222222,,25.555555555555557
2008-07-18,2829.19,0.8969,413.76,"KOFORIDUA, GH",,26.666666666666668,,
2008-07-18,2829.19,0.8969,413.76,"SUNYANI, GH",,25.0,,21.666666666666668
2008-07-21,2852.41,0.889,411.65,"KOTOKA INTERNATIONAL, GH",0.0,26.666666666666668,31.11111111111111,23.333333333333332
2008-07-21,2852.41,0.889,411.65,"KUMASI, GH",,27.77777777777778,,
2008-07-21,2852.41,0.889,411.65,"HO, GH",0.0,27.22222222222222,30.0,20.555555555555557
2008-07-21,2852.41,0.889,411.65,"WENCHI, GH",,26.666666666666668,28.333333333333332,
2008-07-21,2852.41,0.889,411.65,"AXIM, GH",,26.11111111111111,28.333333333333332,
2008-07-21,2852.41,0.889,411.65,"SEFWI BEKWAI, GH",,28.88888888888889,31.11111111111111,
2008-07-21,2852.41,0.889,411.65,"KOFORIDUA, GH",0.0,28.333333333333332,,
2008-07-21,2852.41,0.889,411.65,"SUNYANI, GH",0.0,25.0,28.333333333333332,
2008-07-22,2825.59,0.8851,415.38,"KOTOKA INTERNATIONAL, GH",,25.0,26.666666666666668,
2008-07-22,2825.59,0.8851,415.38,"KUMASI, GH",0.04,24.444444444444443,,
2008-07-22,2825.59,0.8851,415.38,"AXIM, GH",,26.11111111111111,27.22222222222222,24.444444444444443
2008-07-22,2825.59,0.8851,415.38,"SUNYANI, GH",,24.444444444444443,26.11111111111111,
2008-07-23,2814.26,0.885,417.9,"KOTOKA INTERNATIONAL, GH",,26.11111111111111,,21.666666666666668
2008-07-23,2814.26,0.885,417.9,"KUMASI, GH",0.0,23.333333333333332,,
2008-07-23,2814.26,0.885,417.9,"AXIM, GH",,25.0,,
2008-07-23,2814.26,0.885,417.9,"AKIM ODA, GH",1.85,25.0,,20.555555555555557
2008-07-23,2814.26,0.885,417.9,"KOFORIDUA, GH",0.2,26.11111111111111,,22.22222222222222
2008-07-23,2814.26,0.885,417.9,"SUNYANI, GH",,23.88888888888889,,20.0
2008-07-24,2798.52,0.8715,418.19,"KOTOKA INTERNATIONAL, GH",0.0,26.666666666666668,,22.22222222222222
2008-07-24,2798.52,0.8715,418.19,"KUMASI, GH",,23.88888888888889,,
2008-07-24,2798.52,0.8715,418.19,"HO, GH",0.02,27.22222222222222,,21.11111111111111
2008-07-24,2798.52,0.8715,418.19,"AXIM, GH",,25.555555555555557,,22.22222222222222
2008-07-24,2798.52,0.8715,418.19,"TAKORADI, GH",0.08,25.555555555555557,27.77777777777778,22.22222222222222
2008-07-24,2798.52,0.8715,418.19,"AKIM ODA, GH",0.0,27.22222222222222,30.0,
2008-07-24,2798.52,0.8715,418.19,"KOFORIDUA, GH",0.0,25.555555555555557,,
2008-07-24,2798.52,0.8715,418.19,"SUNYANI, GH",,25.555555555555557,28.88888888888889,21.11111111111111
2008-07-25,2873.28,0.8734,417.53,"KOTOKA INTERNATIONAL, GH",,26.666666666666668,,
2008-07-25,2873.28,0.8734,417.53,"SUNYANI, GH",,23.88888888888889,28.88888888888889,21.11111111111111
2008-07-28,2850.96,0.8659,416.47,"KOTOKA INTERNATIONAL, GH",0.0,26.11111111111111,28.88888888888889,23.88888888888889
2008-07-28,2850.96,0.8659,416.47,"AXIM, GH",,26.11111111111111,28.88888888888889,24.444444444444443
2008-07-29,2876.98,0.8659,420.61,"KOTOKA INTERNATIONAL, GH",,26.11111111111111,29.444444444444443,23.333333333333332
2008-07-29,2876.98,0.8659,420.61,"HO, GH",,28.333333333333332,30.555555555555557,
2008-07-29,2876.98,0.8659,420.61,"SEFWI BEKWAI, GH",,28.333333333333332,30.555555555555557,
2008-07-29,2876.98,0.8659,420.61,"TAKORADI, GH",,27.22222222222222,28.88888888888889,
2008-07-29,2876.98,0.8659,420.61,"SUNYANI, GH",,25.555555555555557,27.22222222222222,
2008-07-30,2871.39,0.8659,420.96,"KOTOKA INTERNATIONAL, GH",,26.666666666666668,,
2008-07-31,2908.5,0.8659,420.39,"KOTOKA INTERNATIONAL, GH",,25.0,27.22222222222222,
2008-07-31,2908.5,0.8659,420.39,"AXIM, GH",,27.22222222222222,,
2008-07-31,2908.5,0.8659,420.39,"SUNYANI, GH",,25.555555555555557,28.88888888888889,
2008-08-01,3056.21,0.863,421.5,"KOTOKA INTERNATIONAL, GH",,25.555555555555557,27.22222222222222,22.22222222222222
2008-08-01,3056.21,0.863,421.5,"WENCHI, GH",0.35,25.555555555555557,29.444444444444443,
2008-08-01,3056.21,0.863,421.5,"AXIM, GH",,26.666666666666668,28.333333333333332,25.0
2008-08-01,3056.21,0.863,421.5,"AKIM ODA, GH",0.2,25.555555555555557,,23.333333333333332
2008-08-01,3056.21,0.863,421.5,"SUNYANI, GH",,25.555555555555557,28.333333333333332,
2008-08-04,2827.98,0.8659,420.93,"KOTOKA INTERNATIONAL, GH",,26.666666666666668,,
2008-08-04,2827.98,0.8659,420.93,"AXIM, GH",,26.666666666666668,29.444444444444443,
2008-08-04,2827.98,0.8659,420.93,"SEFWI BEKWAI, GH",,27.22222222222222,,
2008-08-04,2827.98,0.8659,420.93,"TAKORADI, GH",,27.22222222222222,,
2008-08-04,2827.98,0.8659,420.93,"SUNYANI, GH",,25.555555555555557,28.88888888888889,
2008-08-05,2775.15,0.8659,424.29,"KOTOKA INTERNATIONAL, GH",,26.11111111111111,,22.77777777777778
2008-08-05,2775.15,0.8659,424.29,"HO, GH",,27.22222222222222,,21.11111111111111
2008-08-05,2775.15,0.8659,424.29,"AXIM, GH",,26.11111111111111,,25.0
2008-08-05,2775.15,0.8659,424.29,"SEFWI BEKWAI, GH",,26.666666666666668,,22.77777777777778
2008-08-05,2775.15,0.8659,424.29,"TAKORADI, GH",,25.555555555555557,,22.77777777777778
2008-08-05,2775.15,0.8659,424.29,"AKIM ODA, GH",,26.11111111111111,,
2008-08-05,2775.15,0.8659,424.29,"SUNYANI, GH",,25.555555555555557,28.88888888888889,21.666666666666668
2008-08-06,2822.82,0.8584,425.55,"KOTOKA INTERNATIONAL, GH",,25.555555555555557,,23.333333333333332
2008-08-07,2843.94,0.8624,428.03,"KOTOKA INTERNATIONAL, GH",,26.11111111111111,,23.88888888888889
2008-08-07,2843.94,0.8624,428.03,"HO, GH",,26.666666666666668,,22.22222222222222
2008-08-07,2843.94,0.8624,428.03,"AXIM, GH",,26.11111111111111,,25.0
2008-08-07,2843.94,0.8624,428.03,"AKIM ODA, GH",,25.555555555555557,,
2008-08-07,2843.94,0.8624,428.03,"SUNYANI, GH",,25.555555555555557,,22.22222222222222
2008-08-08,2736.23,0.8649,436.96,"KOTOKA INTERNATIONAL, GH",0.0,25.555555555555557,28.333333333333332,23.88888888888889
2008-08-08,2736.23,0.8649,436.96,"KUMASI, GH",3.27,24.444444444444443,,22.22222222222222
2008-08-08,2736.23,0.8649,436.96,"HO, GH",3.5,23.88888888888889,27.22222222222222,22.22222222222222
2008-08-08,2736.23,0.8649,436.96,"AXIM, GH",0.0,26.11111111111111,,25.0
2008-08-08,2736.23,0.8649,436.96,"TAKORADI, GH",,26.666666666666668,27.77777777777778,
2008-08-08,2736.23,0.8649,436.96,"AKIM ODA, GH",,23.88888888888889,25.0,
2008-08-08,2736.23,0.8649,436.96,"SUNYANI, GH",1.3,24.444444444444443,27.22222222222222,19.444444444444443
2008-08-11,2724.2,0.8606,439.8,"KOTOKA INTERNATIONAL, GH",,26.666666666666668,,
2008-08-11,2724.2,0.8606,439.8,"KUMASI, GH",,26.11111111111111,,
2008-08-12,2738.27,0.8584,439.33,"KOTOKA INTERNATIONAL, GH",,26.666666666666668,,23.88888888888889
2008-08-12,2738.27,0.8584,439.33,"AXIM, GH",,26.666666666666668,,
2008-08-12,2738.27,0.8584,439.33,"AKIM ODA, GH",,27.22222222222222,,
2008-08-12,2738.27,0.8584,439.33,"SUNYANI, GH",,23.333333333333332,,21.666666666666668
2008-08-13,2734.19,0.8655,439.69,"KOTOKA INTERNATIONAL, GH",0.0,25.555555555555557,,23.88888888888889
2008-08-14,2704.64,0.865,442.48,"KOTOKA INTERNATIONAL, GH",,26.11111111111111,,
2008-08-15,2633.7,0.8662,446.39,"KOTOKA INTERNATIONAL, GH",,25.555555555555557,,
2008-08-18,2651.43,0.8584,446.12,"KOTOKA INTERNATIONAL, GH",0.0,25.0,28.333333333333332,22.22222222222222
2008-08-18,2651.43,0.8584,446.12,"AXIM, GH",0.16,25.555555555555557,28.333333333333332,22.77777777777778
2008-08-18,2651.43,0.8584,446.12,"AKIM ODA, GH",,26.11111111111111,29.444444444444443,
